no,contentsId,category,title,description,manuscript,jp,en,ch,kr,industryCd,industryName,sceneCd,sceneName
184,00184,template,サービスタイム告知,サービスタイム案内（アミューズメント施設）,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。たいへんお待たせいたしました！只今の時間からサービスタイムに突⼊いたします！！どうぞこのビッグチャンスをお見逃しなく！！本日は、ご来店誠にありがとうございます。どうぞ、ごゆっくりお過ごしくださいませ。,"本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。
たいへんお待たせいたしました！只今の時間からサービスタイムに突入いたします！！どうぞこのビッグチャンスを・お見逃しなく！！
本日はご来店誠にありがとうございます。どうぞ、ごゆっくりお過ごしくださいませ。",Thank you for visiting us today. The following is an announcement for our customers. We thank you for your patience! The limited-time offers start now!! Don’t miss out on this amazing opportunity!! Thank you for visiting us today. We hope you enjoy your time here with us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。让各位久等了！从现在起是特价时间！！请各位顾客莫失大好良机！！再次衷心感谢您今天的光临。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 정말 오래 기다리셨습니다! 지금부터 서비스 타임을 시작합니다!! 이 기회를 놓치지 마세요! 오늘도 방문해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,90-99,施設向け-全業種のシーン一覧,048-048,催事-催事
185,00185,template,特別招待会,特別ご招待会告知（アミューズメント施設）,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店は明日、特別ご招待会を開催いたします！誠に恐れ⼊りますが、明日はご招待のお客様のみのご⼊場となります。また明後日も当店をご贔屓くださいますよう、お願い申し上げます。本日は、ご来店誠にありがとうございます。どうぞ、ごゆっくりお過ごしくださいませ。,"本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。
当店は、あす、特別ご招待会を開催いたします！誠に恐れ入りますが、あすは、ご招待のお客様に限り、ご入場可能となります。また明後日も当店をご贔屓くださいますよう、お願い申し上げます。
本日はご来店誠にありがとうございます。どうぞ、ごゆっくりお過ごしくださいませ。","Thank you for visiting us today. The following is an announcement for our customers. We will be holding a special invitation-only event tomorrow! Because of this, only those with invitations will be allowed entry. We look forward to serving you again the day after tomorrow. Thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。本店将于明天举办特别邀请会！明天仅限受邀顾客方可入场，敬请见谅。欢迎您在后天再次光临本店。再次衷心感谢您今天的光临。祝您度过一段轻松愉快的时光。,"오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 내일, 저희 업소에서는 특별한 초대회를 개최합니다! 대단히 죄송하지만 내일은 초대 고객에 한해서만 입장이 가능합니다. 이후에도 많은 성원 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.",90-99,施設向け-全業種のシーン一覧,048-048,催事-催事
186,00186,template,風営法◯時予,風営法案内（◯時予告）,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。${age}才未満、及び小中学生のお客様に御案内申し上げます。風営法により、保護者同伴なしの${age}才未満のお客様は、${time}を過ぎてのご⼊場、ご遊戯をお断りさせて頂いております。${age}才未満及び小中学生のお客様は、どうぞご理解頂きます様、宜しくお願い申し上げます。本日のご来店、誠にありがとうございます。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。${age}才未満、及び小中学生のお客様に御案内申し上げます。風営法により、保護者同伴なしの${age}才未満のお客様は、${time}を過ぎてのご入場、ご遊戯を・お断りさせて頂いております。${age}才未満及び小中学生のお客様は、どうぞご理解頂きます様、宜しくお願い申し上げます。本日のご来店、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for customers under ${age} years of age and customers who are elementary or middle school students. In accordance to the Entertainment Business Law, customers under ${age} years of age not accompanied by a guardian are not allowed entry or usage of the facilities after ${time}. Customers under ${age} years of age and customers who are elementary or middle school students, we thank you for your understanding. Thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为未满${age}岁及中小学生的各位顾客广播通知。根据《风俗营业法》的规定，在没有监护人陪同的情况下，本店禁止未满${age}岁的顾客在${time}之后进店或使用游戏设备。恳请未满${age}岁及中小学生的各位顾客给予理解。再次衷心感谢您今天的光临。,"오늘도 방문해 주셔서 대단히 감사합니다. ${age}세 미만, 초등학생, 중학생 고객님께 안내 말씀드립니다. 법률에 따라 보호자를 동반하지 않은 ${age}세 미만의 고객님은 ${time} 이후 입장 및 이용이 불가능합니다. ${age}세 미만, 초등학생, 중학생 고객님의 양해를 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다.",90-99,施設向け-全業種のシーン一覧,049-048,風営法-催事
187,00187,template,風営法◯時,風営法案内（◯時）,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。${age}才未満、及び小中学生のお客様に御案内申し上げます。風営法により、保護者同伴なしの${age}才未満のお客様は、${time}を過ぎてのご⼊場、ご遊戯をお断りさせて頂いております。只今、${time}となりました。${age}才未満及び小中学生のお客様は、どうぞご理解頂きます様、宜しくお願い申し上げます。本日のご来店、誠にありがとうございます。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。${age}才未満、及び小中学生のお客様に御案内申し上げます。風営法により、保護者同伴なしの${age}才未満のお客様は、${time}を過ぎてのご入場、ご遊戯を・お断りさせて頂いております。只今、${time}となりました。${age}未満及び小中学生のお客様は、どうぞご理解頂きます様、宜しくお願い申し上げます。本日のご来店、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for customers under ${age} years of age and customers who are elementary or middle school students. In accordance to the Entertainment Business Law, customers under ${age} years of age not accompanied by a guardian are not allowed entry or usage of the facilities after ${time}. It is now ${time}. Customers under ${age} years of age and customers who are elementary or middle school students, we thank you for your understanding. Thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为未满${age}岁及中小学生的各位顾客广播通知。根据《风俗营业法》的规定，在没有监护人陪同的情况下，本店禁止未满${age}岁的顾客在${time}之后进店或使用游戏设备。现在时刻是${time}。恳请未满${age}岁及中小学生的各位顾客给予理解。再次衷心感谢您今天的光临。,"오늘도 방문해 주셔서 대단히 감사합니다. ${age}세 미만, 초등학생, 중학생 고객님께 안내 말씀드립니다. 법률에 따라 보호자를 동반하지 않은 ${age}세 미만의 고객님은 ${time} 이후, 입장 및 이용이 불가능합니다. 현재, ${time}입니다. ${age}세미만, 초등학생, 중학생 고객님의 양해를 부탁드립니다. 오늘도 방문해 주셔서 대단히 감사합니다.",90-99,施設向け-全業種のシーン一覧,049-048,風営法-催事
188,00188,template,始業◯分前,従業員向け、営業開始◯分前案内（施設）,おはようございます。只今、営業開始${minutes}分前です。お客様をお迎えするために、各自準備をすすめてください。服装は清潔にしていますか？清掃は⾏き届いていますか？お客様のご対応中は、丁寧な⾔葉遣いを心がけましょう。只今、営業開始${minutes}分前です。,おはようございます。只今、営業開始${minutes}前です。お客様をお迎えするために、各自準備をすすめてください。服装は清潔にしていますか？清掃は行き届いていますか？お客様の・ご対応中は、丁寧な言葉遣いを心がけましょう。只今、営業開始${minutes}分前です。,,,,90-99,施設向け-全業種のシーン一覧,050-049,営業開始案内-風営法
189,00189,template,営業開始案内,営業開始案内（施設）,おはようございます。只今、営業開始のお時間となりました。今日も「笑顔」と「真心」で、お客様にご満⾜頂けるよう、スタッフ一同努⼒してまいります。本日は、${customerName}のご利用、誠にありがとうございます。,おはようございます。只今、営業開始のお時間となりました。今日も「笑顔」と「真心」で、お客様にご満足頂けるよう、スタッフ一同、努力してまいります。本日は、${customerName}のご利用、誠にありがとうございます。,"Good morning. We are now open. Today as well, we as the staff are dedicated to achieving customer satisfaction with a smile. We thank you for visiting us today.",各位顾客早上好。本店现在开始营业。全体工作人员今天也将以“笑容”和“真心”，为您竭诚送上令人满意的服务。再次衷心感谢您今天的惠顾。,"안녕하십니까. 지금부터 영업을 개시하도록 하겠습니다. 오늘도 '미소'와 '진심'을 다해, 고객만족을 위해 스태프 일동 노력하겠습니다. 오늘도 이용해 주셔서 대단히 감사합니다.",90-99,施設向け-全業種のシーン一覧,050-050,営業開始案内-営業開始案内
190,00190,template,まもなく営業終了,営業終了前案内,本日も、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。まもなく営業終了のお時間でございます。またのお越しを心よりお待ち申し上げております。本日のご利用、誠にありがとうございます。,本日も、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。まもなく営業しゅーりょうのお時間でございます。またのお越しを心よりお待ち申し上げております。本日のご利用、誠にありがとうございます。,Thank you for visiting us today. The following is an announcement for our customers. We are nearing closing time. We look forward to seeing you again soon. We thank you for visiting us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。本店的营业时间即将结束。我们衷心恭候您的下次光临。再次衷心感谢您今天的惠顾。,오늘도 이용해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 곧 영업 종료 시간입니다. 다시 찾아 주시기를 진심으로 기원합니다. 오늘도 이용해 주셔서 대단히 감사합니다.,10-20-30-31-51-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-金融機関向け-施設向け-全業種のシーン一覧,051-051-051-051-051-051-050,営業終了案内-営業終了案内-営業終了案内-営業終了案内-営業終了案内-営業終了案内-営業開始案内
191,00191,template,開店◯分前,従業員向け、開店案内（◯分前）,皆さん、おはようございます。只今、開店${minutes}分前です。お客様をお迎えするために、各自準備をすすめてください。服装は清潔にしていますか？陳列、補充に不備はありませんか？商品、売り場、祭事等の情報をきちんと把握していますか？接客時は適切な⾔葉遣いを⼼がけましょう。今日も一日、お客様に気持ちよくお買い物をしていただけるよう一人ひとりが最善をつくしてください。只今、開店${minutes}分前です。,皆さん、おはようございます。只今、開店、${minutes}分前です。お客様をお迎えするために、各自、準備をすすめてください。服装は清潔にしていますか？陳列、補充に不備はありませんか？商品、売り場、祭事等の情報をきちんと把握していますか？接客時は適切な⾔葉遣いを⼼がけましょう。今日も一日、お客様に気持ちよくお買い物をしていただけるよう一人ひとりが最善をつくしてください。只今、開店${minutes}分前です。,,,,30-31-51-99,小売店向け-スーパー／ドラッグ／量販店向け-金融機関向け-全業種のシーン一覧,004-004-004-004,開店-開店-開店-開店
192,00192,template,開店案内,開店案内（ショート）,おはようございます。開店のお時間でございます。当店は、「笑顔」と「真⼼」で、お客様にご満足頂けるお店づくりを目指してまいります。本日は、${customerName}にご来店いただきまして、誠にありがとうございます。,"おはようございます。開店のお時間でございます。
当店は、笑顔と真心で、お客様に、ご満足頂けるお店づくりを目指してまいります。本日は、${customerName}にご来店いただきまして、誠にありがとうございます。","Good morning. It is now opening time. Here, we are dedicated to achieving customer satisfaction with a smile. Thank you for visiting us today.",各位顾客早上好。本店现在开始营业。本店将以“笑容”和“真心”，为您竭诚送上令人满意的服务。衷心感谢各位顾客今天的光临。,"안녕하십니까. 개점 시간입니다. 저희는, '미소'와 '진심'을 다해 모든 고객 여러분이 만족하실 수 있는 매장을 만들기 위해 노력하고 있습니다. 오늘도 방문해 주셔서 대단히 감사합니다.",10-20-51-90-99,飲食店向け-サービス業向け-金融機関向け-施設向け-全業種のシーン一覧,004-004-004-004-004,開店-開店-開店-開店-開店
193,00193,template,開店案内,開店案内（ロング）,おはようございます。本日は、${customerName}にご来店いただきまして、誠にありがとうございます。開店のお時間でございます。当店は、「笑顔」と「真⼼」で、お客様にご満足頂けるお店づくりを目指してまいります。豊富な品揃えとお求めやすい価格で、皆様の生活を応援いたします。今日も一日、当店でのお買物を、どうぞごゆっくりお楽しみ下さい。本日は、${customerName}にご来店いただきまして、誠にありがとうございます。,"おはようございます。本日は、${customerName}にご来店いただきまして、、誠にありがとうございます。開店のお時間でございます。
当店は、笑顔と真心で、お客様に、ご満足頂けるお店づくりを目指してまいります。豊富な品揃えと、<vtml_speed value=""85"">お求めやすい価格で</vtml_speed>、皆様の生活を応援いたします。
今日も一日、当店でのお買物を、どうぞごゆっくりお楽しみ下さい。本日は、${customerName}にご来店いただきまして、誠にありがとうございます。","Good morning. Thank you for visiting us today. It is now opening time. Here, we are dedicated to achieving customer satisfaction with a smile. We support the lifestyles of our customers by providing a wide variety of products at reasonable prices. We hope you enjoy your time shopping with us today. Thank you for visiting us today.",各位顾客早上好。衷心感谢各位顾客今天的光临。本店现在开始营业。本店将以“笑容”和“真心”，为您竭诚送上令人满意的服务。我们将以种类齐全、价格低廉的商品，为您的生活提供便利。祝您今天在本店度过一段轻松愉快的购物时光。衷心感谢各位顾客今天的光临。,"안녕하십니까. 오늘도 방문해 주셔서 대단히 감사합니다. 개점 시간입니다. 저희는, '미소'와 '진심'을 다해 모든 고객 여러분이 만족하실 수 있는 매장을 만들기 위해 노력하고 있습니다. 다양한 제품구성과 합리적인 가격으로, 여러분의 생활에 도움을 드릴 수 있도록 최선을 다하겠습니다. 오늘 하루도 저희 매장에서 편안한 쇼핑을 즐기시기 바랍니다. 오늘도 방문해 주셔서 대단히 감사합니다.",30-31-90-99,小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,004-004-004-004,開店-開店-開店-開店
194,00194,template,開店案内男声,開店案内（元気・男性ナレーション）,いらっしゃいませ！いらっしゃいませ！本日は、${customerName}にご来店、誠にありがとうございます。たいへん⻑らくお待たせいたしました。当店は只今、開店いたしました！！！いらっしゃいませ！いらっしゃいませ！お目当ての台へお急ぎのお客様、店内を走られると大変危険です。ご注意下さいますようお願い致します。,いらっしゃいませ！いらっしゃいませ！本日は、${customerName}にご来店、誠にありがとうございます。たいへん⻑らくお待たせいたしました。当店は只今、開店いたしました！！！いらっしゃいませ！いらっしゃいませ！お目当ての台へお急ぎのお客様、店内を走られると大変危険です。ご注意下さいますようお願い致します。,"Welcome! Welcome! Thank you for visiting us today. We thank you for your patience. We have just opened!!! Welcome! Welcome! Customers who are hurrying to their target machine, we kindly ask that you make your way through the establishment carefully, as running in this establishment is a big safety hazard. Please be careful.",欢迎光临！欢迎光临！衷心感谢各位顾客今天的光临。让各位久等了。本店现在开始营业！！！欢迎光临！欢迎光临！急于前往已相中的游戏机的顾客请注意，请勿在店内奔跑，以免发生危险。,어서 오세요! 환영합니다! 오늘도 방문해 주셔서 대단히 감사합니다. 정말 오래 기다리셨습니다. 이제부터 개점하도록 하겠습니다!!! 어서 오세요! 환영합니다! 미리 정해 놓은 기기로 서둘러 가시는 고객님. 점내에서 뛰면 매우 위험합니다. 주의해 주시기 바랍니다.,90-99,施設向け-全業種のシーン一覧,004-004,開店-開店
195,00195,template,まもなく閉店,まもなく閉店案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店は、まもなく閉店時間でございます。お買い忘れなどございませんよう、今一度ご確認くださいませ。本日のご来店、誠にありがとうございました。お客様のまたのご来店を⼼よりお待ち申し上げております。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店は、まもなく、閉店時間でございます。お買い忘れなどございませんよう、今一度ご確認くださいませ。本日のご来店、誠にありがとうございました。お客様のまたのご来店を、⼼よりお待ち申し上げております。,Thank you for visiting us today. The following is an announcement for our customers. We are nearing closing time. Please take a moment to make sure you have found everything you were looking for. Thank you for visiting us today. We look forward to seeing you again soon.,衷心感谢各位顾客今天的光临。下面为您广播通知。本店的营业时间即将结束。请再次确认您需要购买的商品，以免遗漏。再次衷心感谢您今天光临本店。我们衷心恭候您的下次光临。,"오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 곧, 저희 매장의 영업 종료 시간입니다. 필요한 물건은 다 구매하셨는지 다시 한 번 확인해 주시기 바랍니다. 오늘도 방문해 주셔서 대단히 감사합니다. 다시 찾아 주시기를 진심으로 기원합니다.",30-31-99,小売店向け-スーパー／ドラッグ／量販店向け-全業種のシーン一覧,005-005-005,閉店-閉店-閉店
196,00196,template,閉店案内,閉店案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店は只今をもちまして、閉店させていただきます。これからも皆様に愛されるお店をめざして、従業員一同努⼒してまいります。本日のご来店、誠にありがとうございました。お客様のまたのご来店、⼼よりお待ち申し上げております。,"本日は、${customerName}にご来店いただきまして、誠にありがとうございます。
お客様にご案内申し上げます。
当店は、只今をもちまして、閉店させていただきます。
これからも、皆様に愛されるお店をめざして、従業員一同、努力してまいります。
本日のご来店、誠にありがとうございました。お客様のまたのご来店、⼼よりお待ち申し上げております。",Thank you for visiting us today. The following is an announcement for our customers. We are now closed. We as the staff continue to aim to become an establishment that is loved by our customers. Thank you for visiting us today. We look forward to seeing you again soon.,衷心感谢各位顾客今天的光临。下面为您广播通知。本店现将结束营业。感谢您对我们的厚爱，全体工作人员今后也将继续为您竭诚服务。再次衷心感谢您今天光临本店。我们衷心恭候您的下次光临。,"오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 저희 매장은 현 시간부로, 오늘의 영업을 종료합니다. 앞으로도 고객 여러분께 사랑받는 매장을 만들수 있도록, 저희 종업원 일동 최선을 다하겠습니다. 오늘도 방문해 주셔서 대단히 감사합니다. 다시 찾아 주시기를 진심으로 기원합니다.",10-20-30-31-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,005-005-005-005-005-005,閉店-閉店-閉店-閉店-閉店-閉店
197,00197,template,オープン案内,オープン案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。当店は、この度新しくオープンさせていただきました。皆様に愛されるお店を目指して、スタッフ⼀同努⼒してまいります。何卒、当店をよろしくお願いいたします。本日は、ご利用ありがとうございます。どうぞごゆっくりお過ごしください。,本⽇は、${customerName}にご来店いただきまして、誠にありがとうございます。当店は、この度新しくオープンさせていただきました。皆様に愛されるお店を目指して、スタッフ⼀同、努力してまいります。何卒、当店をよろしくお願いいたします。本⽇は、ご利⽤ありがとうございます。どうぞごゆっくりお過ごしください。,Thank you for visiting us today. We have reopened. We as the staff will work hard to become an establishment valued by our customers. We look forward to the opportunity to serve you. Thank you for visiting us today. We hope you enjoy your time here with us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。本店现已全新开业。全体工作人员将为您竭诚服务。恳请您给予我们支持与厚爱。感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 저희 업소는 이번에 새롭게 오픈하였습니다. 고객 여러분께 더욱 사랑받는 매장이 될 수 있도록 스태프 일동 노력하겠습니다. 앞으로도 많은 성원 부탁드립니다. 오늘도 이용해 주셔서 감사합니다. 편안한 시간 보내시기 바랍니다.,10-20-31-90-99,飲食店向け-サービス業向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,007-007-007-007-007,案内-案内-案内-案内-案内
198,00198,template,ラストオーダー,ラストオーダー案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店はラストオーダーのお時間となりました。ご注文のあるお客様は、スタッフまでお声がけください。本日のご利用、まことにありがとうございます。どうぞごゆっくり、おくつろぎください。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店はラストオーダーのお時間となりました。ご注文のあるお客様は、スタッフまでお声がけください。本日のご利用、まことにありがとうございます。どうぞごゆっくり、おくつろぎください。,Thank you for visiting us today. The following is an announcement for our customers. It is now our last call for orders. Please inform the staff if you have something you wish to order. Thank you for visiting us today. We hope you relax and enjoy your time here with us today.,衷心感谢各位顾客今天的光临。下面为您广播通知。现在是本店的最后点餐时间。如有需要点餐的顾客，请告知工作人员。衷心感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 라스트 오더 시간입니다. 주문하실 고객님께서는 스태프에게 말씀해 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,10-20-90-99,飲食店向け-サービス業向け-施設向け-全業種のシーン一覧,007-007-007-007,案内-案内-案内-案内
199,00199,template,外語メニュー,外語メニュー案内,本日は、${customerName}をご利用いただきまして誠にありがとうございます。海外からお越しの旅⾏者のみなさまへご案内申し上げます。（英語／中国語／韓国語）のメニューをご用意しております。本日のご利用、誠にありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}をご利用いただきまして誠にありがとうございます。海外からお越しの・旅行者の皆様へご案内申し上げます。（英語／中国語／韓国語）のメニューをご用意しております。本日のご利用、誠にありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for customers visiting from overseas. We have menus available in English, Chinese, and Korean. Thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为各位海外游客广播通知。我们为您准备了（英文、中文、韩文）菜单。再次衷心感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,오늘도 이용해 주셔서 대단히 감사합니다. 해외에서 방문해 주신 여행객 여러분께 안내 말씀드립니다. (영어 / 중국어 / 한국어) 메뉴가 준비되어 있습니다. 오늘도 이용해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.,10-20-51-90-99,飲食店向け-サービス業向け-金融機関向け-施設向け-全業種のシーン一覧,007-007-007-007-007,案内-案内-案内-案内-案内
200,00200,template,食事制限（アレルギー対応）,アレルギー対応案内,本日は、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。食材のアレルギーや食事制限のあるお客様がいらっしゃいましたら、ご注⽂の際にスタッフまでお申し付けください。なお、すべての食事制限には対応できない場合もございますので、あらかじめご了承ください。本日のご利用、誠にありがとうございます。,本日は、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。食材のアレルギーや食事制限のあるお客様がいらっしゃいましたら、ご注⽂の際にスタッフまでお申し付けください。なお、すべての食事制限には対応できない場合もございますので、あらかじめご了承ください。本日のご利用、誠にありがとうございます。,"Thank you for visiting us today. The following is an announcement for our customers. If you have a food allergy or dietary restrictions, please inform the staff when making your order. Please note that we may be unable to fulfill requests for every type of dietary restriction. We thank you kindly for your understanding. Thank you for visiting us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。如果您对部分食物过敏或有饮食禁忌，请在点餐时告知工作人员。另外，我们可能无法满足所有饮食禁忌的要求，敬请理解。再次衷心感谢您今天的惠顾。,"오늘도 이용해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 식재료 알레르기 및 식사 제한이 있으신 고객님께서는 주문 시에 스태프에게 말씀해 주시기 바랍니다. 또한, 식사 제한에 대한 응대를 모두 해 드리지 못하는 경우도 있사오니 양해해 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다.",10-90-99,飲食店向け-施設向け-全業種のシーン一覧,007-007-007,案内-案内-案内
201,00201,template,ＤＰＥ受付,DPE受付案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では、お写真の現像、プリント等、ＤＰＥの受付を⾏っております。ご不明な点等ございましたら、売り場係員までお尋ねください。本日は、ご利用ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では、お写真の現像、プリントなど、ＤＰＥの受付を行っております。ご不明な点などございましたら、売り場係員までお尋ねください。本日は、ご利用ありがとうございます。どうぞごゆっくりお過ごしくださいませ。,"Thank you for visiting us today. The following is an announcement for our customers. Here, we offer data processing equipment services such as photo developing and printing. If you have any questions, please see our sales floor staff. Thank you for visiting us today. We hope you enjoy your time here with us today.",衷心感谢各位顾客今天的光临。下面为您广播通知。本店提供照片打印、冲印、放大等服务。如有任何疑问，敬请咨询店员。感谢您今天的惠顾。祝您度过一段轻松愉快的时光。,"오늘도 방문해 주셔서 대단히 감사합니다. 고객님께 안내 말씀드립니다. 저희 매장에서는 사진 현상 및 인화 등, DPE 접수를 해 드리고 있습니다. 자세한 사항은 판매 직원에게 문의해 주시기 바랍니다. 오늘도 이용해 주셔서 대단히 감사합니다. 편안한 시간 보내시기 바랍니다.",30-31-99,小売店向け-スーパー／ドラッグ／量販店向け-全業種のシーン一覧,007-007-007,案内-案内-案内
202,00202,template,アンケート記入促進,アンケート記入案内,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では、皆様のお声を承るため、アンケートを実施しております。お気づきの点などございましたらお気軽にご記入ください。本日のご来店、誠にありがとうございます。,本日は、${customerName}にご来店いただきまして、誠にありがとうございます。お客様にご案内申し上げます。当店では、皆様のお声を承るため、アンケートを実施しております。お気づきの点などございましたらお気軽にご記入ください。本日のご来店、誠にありがとうございます。,,,,10-20-30-31-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,007-007-007-007-007-007,案内-案内-案内-案内-案内-案内
203,00203,template,アンケート実施,アンケート実施案内（BOXあり）,本日も、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。皆様のお声を承るため、ご意見ボックスを設置しております。備え付けの用紙に、ご意見・ご感想等をご記入の上、ボックスの中にお入れください。頂戴したご意見は、お客様本位のサービスを実現するための、参考とさせていただきます。本日のご利用、誠にありがとうございます。,本日も、${customerName}をご利用いただきまして誠にありがとうございます。お客様にご案内申し上げます。皆様のお声を承るため、ご意見ボックスを設置しております。備え付けの用紙に、ご意見・ご感想などをご記入の上、ボックスの中にお入れください。頂いたご意見は、お客様本位のサービスを実現するための、参考とさせていただきます。本日のご利用、誠にありがとうございます。,,,,10-20-30-31-90-99,飲食店向け-サービス業向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,007-007-007-007-007-007,案内-案内-案内-案内-案内-案内
204,00204,template,クリーンタイム開始,クリーンタイム開始案内,本日は、${customerName}にご来店誠にありがとうございます。只今より、クリーンタイムです。ご来店のお客様に、気持ちよくお買い物頂く為に、当店ではこの時間より、クリーンタイムを実施しております。お客様にはご迷惑をおかけいたしますが、ご理解・ご協⼒の程よろしくお願いいたします。当店は只今クリーンタイムです。,本日は、${customerName}にご来店誠にありがとうございます。只今より、クリーンタイムです。ご来店の・お客様に、気持ち良くお買い物をしていただくために、当店ではこの時間より、クリーンタイムを実施しております。お客様にはご迷惑をおかけいたしますが、ご理解・ご協力の程よろしくお願いいたします。当店は只今クリーンタイムです。,Thank you for visiting us today. Cleaning work has just begun. We are carrying out cleaning work at this time to ensure an enjoyable shopping experience for our customers. We apologize in advance for the inconvenience. Thank you for your understanding and cooperation. We are currently carrying out cleaning work.,衷心感谢各位顾客今天的光临。现在是清扫时间。为了使光临本店的各位顾客能够度过舒心愉快的购物时光，本店现将进行店内清扫。对于给您带来的不便，我们深表歉意，感谢您的理解与配合。现在是本店的清扫时间。,오늘도 방문해 주셔서 대단히 감사합니다. 지금은 클리닝 타임입니다. 방문해 주신 고객 여러분 모두가 쾌적하게 쇼핑하실 수 있도록 현 시간부로 클리닝 타임을 실시합니다. 불편을 끼쳐드려 대단히 죄송합니다. 고객님의 이해와 협조를 부탁드립니다. 지금은 클리닝 타임입니다.,10-30-31-90-99,飲食店向け-小売店向け-スーパー／ドラッグ／量販店向け-施設向け-全業種のシーン一覧,007-007-007-007-007,案内-案内-案内-案内-案内
